&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
&      ;CODIGO;NOME: Usina, Barra e Tipo de Usina       ;PMAX       ;FCAP;C;
&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
EOLICA ;  994 ;NLMCS _CJMCHAPEL_06074_UEE               ;      9999 ;1.0 ;1; 
EOLICA ; 1034 ;I3VERD_Verde Vale III_06173_UFV          ;      9999 ;1.0 ;0; 
EOLICA ; 1035 ;IDCJCT_CJCAETITE123_06195_UEE            ;      9999 ;1.0 ;1; 
EOLICA ; 1089 ;I3EVB2_Ventos da Bahia II_06342_UEE      ;      9999 ;1.0 ;0; 
EOLICA ; 1090 ;I3EVB4_Ventos da Bahia IV_06342_UEE      ;      9999 ;1.0 ;0; 
EOLICA ; 1091 ;I3EVB8_Ventos da Bahia VIII_06342_UEE    ;      9999 ;1.0 ;0; 
EOLICA ; 1107 ;DSBMC _CJBMACAUBAS_06370_UEE             ;      9999 ;1.0 ;1; 
EOLICA ; 1108 ;DSUEMA_MACAUBAS_06370_UEE                ;      9999 ;1.0 ;1; 
EOLICA ; 1109 ;DSUENH_N.HORIZONTE_06370_UEE             ;      9999 ;1.0 ;1; 
EOLICA ; 1110 ;DSUESE_SEABRA_06370_UEE                  ;      9999 ;1.0 ;1; 
&XXXXXXXXXX ;XXXXX ;XXXXX ;
&           ;CODIGO;BARRA ;
&XXXXXXXXXX ;XXXXX ;XXXXX ;
EOLICABARRA ;  994 ;06074 ;
EOLICABARRA ; 1034 ;06173 ;
EOLICABARRA ; 1035 ;06195 ;
EOLICABARRA ; 1089 ;06342 ;
EOLICABARRA ; 1090 ;06342 ;
EOLICABARRA ; 1091 ;06342 ;
EOLICABARRA ; 1107 ;06370 ;
EOLICABARRA ; 1108 ;06370 ;
EOLICABARRA ; 1109 ;06370 ;
EOLICABARRA ; 1110 ;06370 ;
&XXXXXXXXXX;XXXXX ;XX ;
&          ;CODIGO;SBM;
&XXXXXXXXXX;XXXXX ;XX ;
EOLICASUBM ;  994 ;NE ;
EOLICASUBM ; 1034 ;NE ;
EOLICASUBM ; 1035 ;NE ;
EOLICASUBM ; 1089 ;NE ;
EOLICASUBM ; 1090 ;NE ;
EOLICASUBM ; 1091 ;NE ;
EOLICASUBM ; 1107 ;NE ;
EOLICASUBM ; 1108 ;NE ;
EOLICASUBM ; 1109 ;NE ;
EOLICASUBM ; 1110 ;NE ;
&XXXXXXXXXXXXXX;XXXXX ;XX ;XX ;X ;XX ;XX ;X ;XXXXXXXXXX ;
EOLICA-GERACAO ; 1035 ; 8 ; 2 ;0 ; 8 ; 2 ;1 ;        39 ;
EOLICA-GERACAO ; 1035 ; 8 ; 2 ;1 ; 8 ; 3 ;0 ;        38 ;
EOLICA-GERACAO ; 1035 ; 8 ; 3 ;0 ; 8 ; 3 ;1 ;        37 ;
EOLICA-GERACAO ; 1035 ; 8 ; 3 ;1 ; 8 ; 4 ;0 ;        35 ;
EOLICA-GERACAO ; 1035 ; 8 ; 4 ;0 ; 8 ; 4 ;1 ;        33 ;
EOLICA-GERACAO ; 1035 ; 8 ; 4 ;1 ; 8 ; 5 ;0 ;        32 ;
EOLICA-GERACAO ; 1035 ; 8 ; 5 ;0 ; 8 ; 5 ;1 ;        31 ;
EOLICA-GERACAO ; 1035 ; 8 ; 5 ;1 ; 8 ; 6 ;0 ;        30 ;
EOLICA-GERACAO ; 1035 ; 8 ; 6 ;0 ; 8 ; 6 ;1 ;        29 ;
EOLICA-GERACAO ; 1035 ; 8 ; 6 ;1 ; 8 ; 7 ;0 ;        26 ;
EOLICA-GERACAO ; 1035 ; 8 ; 7 ;0 ; 8 ; 7 ;1 ;        23 ;
EOLICA-GERACAO ; 1035 ; 8 ; 7 ;1 ; 8 ; 8 ;0 ;        21 ;
EOLICA-GERACAO ; 1035 ; 8 ; 8 ;0 ; 8 ; 8 ;1 ;        19 ;
EOLICA-GERACAO ; 1035 ; 8 ; 8 ;1 ; 8 ; 9 ;0 ;        17 ;
EOLICA-GERACAO ; 1035 ; 8 ; 9 ;0 ; 8 ;11 ;0 ;        16 ;
EOLICA-GERACAO ; 1035 ; 8 ;11 ;0 ; 8 ;11 ;1 ;        14 ;
EOLICA-GERACAO ; 1035 ; 8 ;11 ;1 ; 8 ;12 ;0 ;        12 ;
EOLICA-GERACAO ; 1035 ; 8 ;12 ;0 ; 8 ;12 ;1 ;        10 ;
EOLICA-GERACAO ; 1035 ; 8 ;12 ;1 ; 8 ;13 ;0 ;         9 ;
EOLICA-GERACAO ; 1035 ; 8 ;13 ;0 ; 8 ;13 ;1 ;         8 ;
EOLICA-GERACAO ; 1035 ; 8 ;13 ;1 ; 8 ;15 ;0 ;         7 ;
EOLICA-GERACAO ; 1035 ; 8 ;15 ;0 ; 8 ;15 ;1 ;         8 ;
EOLICA-GERACAO ; 1035 ; 8 ;15 ;1 ; 8 ;16 ;1 ;         9 ;
EOLICA-GERACAO ; 1035 ; 8 ;16 ;1 ; 8 ;17 ;0 ;        11 ;
EOLICA-GERACAO ; 1035 ; 8 ;17 ;0 ; 8 ;17 ;1 ;        12 ;
EOLICA-GERACAO ; 1035 ; 8 ;17 ;1 ; 8 ;18 ;0 ;        13 ;
EOLICA-GERACAO ; 1035 ; 8 ;18 ;0 ; 8 ;18 ;1 ;        14 ;
EOLICA-GERACAO ; 1035 ; 8 ;18 ;1 ; 8 ;19 ;0 ;        16 ;
EOLICA-GERACAO ; 1035 ; 8 ;19 ;0 ; 8 ;19 ;1 ;        19 ;
EOLICA-GERACAO ; 1035 ; 8 ;19 ;1 ; 8 ;20 ;0 ;        22 ;
EOLICA-GERACAO ; 1035 ; 8 ;20 ;0 ; 8 ;20 ;1 ;        25 ;
EOLICA-GERACAO ; 1035 ; 8 ;20 ;1 ; 8 ;21 ;0 ;        28 ;
EOLICA-GERACAO ; 1035 ; 8 ;21 ;0 ; 8 ;21 ;1 ;        30 ;
EOLICA-GERACAO ; 1035 ; 8 ;21 ;1 ; 8 ;22 ;0 ;        32 ;
EOLICA-GERACAO ; 1035 ; 8 ;22 ;0 ; 8 ;22 ;1 ;        33 ;
EOLICA-GERACAO ; 1035 ; 8 ;22 ;1 ; 8 ;23 ;0 ;        34 ;
EOLICA-GERACAO ; 1035 ; 8 ;23 ;0 ; 9 ; 0 ;0 ;        35 ;
EOLICA-GERACAO ; 1089 ; 4 ; 0 ;0 ; 4 ; 0 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 4 ; 0 ;1 ; 4 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1089 ; 4 ; 2 ;0 ; 4 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 4 ; 3 ;1 ; 4 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1089 ; 4 ; 5 ;1 ; 4 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1089 ; 4 ; 7 ;1 ; 4 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1089 ; 4 ; 8 ;0 ; 4 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 4 ;10 ;1 ; 4 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1089 ; 4 ;12 ;1 ; 4 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 4 ;14 ;1 ; 4 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1089 ; 4 ;18 ;0 ; 4 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 4 ;19 ;0 ; 4 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1089 ; 4 ;22 ;0 ; 4 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 4 ;23 ;0 ; 4 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1089 ; 4 ;23 ;1 ; 5 ; 0 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 5 ; 0 ;1 ; 5 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1089 ; 5 ; 2 ;0 ; 5 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 5 ; 3 ;1 ; 5 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1089 ; 5 ; 5 ;1 ; 5 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1089 ; 5 ; 7 ;1 ; 5 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1089 ; 5 ; 8 ;0 ; 5 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 5 ;10 ;1 ; 5 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1089 ; 5 ;12 ;1 ; 5 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 5 ;14 ;1 ; 5 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1089 ; 5 ;18 ;0 ; 5 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 5 ;19 ;0 ; 5 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1089 ; 5 ;22 ;0 ; 5 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 5 ;23 ;0 ; 5 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1089 ; 5 ;23 ;1 ; 6 ; 0 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 6 ; 0 ;1 ; 6 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1089 ; 6 ; 2 ;0 ; 6 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 6 ; 3 ;1 ; 6 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1089 ; 6 ; 5 ;1 ; 6 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1089 ; 6 ; 7 ;1 ; 6 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1089 ; 6 ; 8 ;0 ; 6 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 6 ;10 ;1 ; 6 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1089 ; 6 ;12 ;1 ; 6 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 6 ;14 ;1 ; 6 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1089 ; 6 ;18 ;0 ; 6 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 6 ;19 ;0 ; 6 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1089 ; 6 ;22 ;0 ; 6 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 6 ;23 ;0 ; 6 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1089 ; 6 ;23 ;1 ; 7 ; 0 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 7 ; 0 ;1 ; 7 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1089 ; 7 ; 2 ;0 ; 7 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 7 ; 3 ;1 ; 7 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1089 ; 7 ; 5 ;1 ; 7 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1089 ; 7 ; 7 ;1 ; 7 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1089 ; 7 ; 8 ;0 ; 7 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 7 ;10 ;1 ; 7 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1089 ; 7 ;12 ;1 ; 7 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 7 ;14 ;1 ; 7 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1089 ; 7 ;18 ;0 ; 7 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 7 ;19 ;0 ; 7 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1089 ; 7 ;22 ;0 ; 7 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 7 ;23 ;0 ; 7 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1089 ; 7 ;23 ;1 ; 8 ; 0 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 8 ; 0 ;1 ; 8 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1089 ; 8 ; 2 ;0 ; 8 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 8 ; 3 ;1 ; 8 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1089 ; 8 ; 5 ;1 ; 8 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1089 ; 8 ; 7 ;1 ; 8 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1089 ; 8 ; 8 ;0 ; 8 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1089 ; 8 ;10 ;1 ; 8 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1089 ; 8 ;12 ;1 ; 8 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1089 ; 8 ;14 ;1 ; 8 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1089 ; 8 ;18 ;0 ; 8 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 8 ;19 ;0 ; 8 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1089 ; 8 ;22 ;0 ; 8 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1089 ; 8 ;23 ;0 ; 8 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1089 ; 8 ;23 ;1 ; 9 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ; 1090 ; 4 ; 0 ;0 ; 4 ; 1 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 4 ; 1 ;0 ; 4 ; 4 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 4 ; 4 ;1 ; 4 ; 8 ;0 ;         5 ;
EOLICA-GERACAO ; 1090 ; 4 ; 8 ;0 ; 4 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 4 ;12 ;1 ; 4 ;18 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 4 ;18 ;0 ; 4 ;23 ;0 ;         8 ;
EOLICA-GERACAO ; 1090 ; 4 ;23 ;0 ; 5 ; 1 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 5 ; 1 ;0 ; 5 ; 4 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 5 ; 4 ;1 ; 5 ; 8 ;0 ;         5 ;
EOLICA-GERACAO ; 1090 ; 5 ; 8 ;0 ; 5 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 5 ;12 ;1 ; 5 ;18 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 5 ;18 ;0 ; 5 ;23 ;0 ;         8 ;
EOLICA-GERACAO ; 1090 ; 5 ;23 ;0 ; 6 ; 1 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 6 ; 1 ;0 ; 6 ; 4 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 6 ; 4 ;1 ; 6 ; 8 ;0 ;         5 ;
EOLICA-GERACAO ; 1090 ; 6 ; 8 ;0 ; 6 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 6 ;12 ;1 ; 6 ;18 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 6 ;18 ;0 ; 6 ;23 ;0 ;         8 ;
EOLICA-GERACAO ; 1090 ; 6 ;23 ;0 ; 7 ; 1 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 7 ; 1 ;0 ; 7 ; 4 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 7 ; 4 ;1 ; 7 ; 8 ;0 ;         5 ;
EOLICA-GERACAO ; 1090 ; 7 ; 8 ;0 ; 7 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 7 ;12 ;1 ; 7 ;18 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 7 ;18 ;0 ; 7 ;23 ;0 ;         8 ;
EOLICA-GERACAO ; 1090 ; 7 ;23 ;0 ; 8 ; 1 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 8 ; 1 ;0 ; 8 ; 4 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 8 ; 4 ;1 ; 8 ; 8 ;0 ;         5 ;
EOLICA-GERACAO ; 1090 ; 8 ; 8 ;0 ; 8 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1090 ; 8 ;12 ;1 ; 8 ;18 ;0 ;         7 ;
EOLICA-GERACAO ; 1090 ; 8 ;18 ;0 ; 8 ;23 ;0 ;         8 ;
EOLICA-GERACAO ; 1090 ; 8 ;23 ;0 ; 9 ; 0 ;0 ;         7 ;
EOLICA-GERACAO ; 1091 ; 4 ; 0 ;0 ; 4 ; 1 ;0 ;        15 ;
EOLICA-GERACAO ; 1091 ; 4 ; 1 ;0 ; 4 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1091 ; 4 ; 2 ;0 ; 4 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 4 ; 3 ;1 ; 4 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1091 ; 4 ; 5 ;1 ; 4 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1091 ; 4 ; 7 ;1 ; 4 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1091 ; 4 ; 8 ;0 ; 4 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 4 ;10 ;1 ; 4 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1091 ; 4 ;12 ;1 ; 4 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1091 ; 4 ;14 ;1 ; 4 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1091 ; 4 ;18 ;0 ; 4 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 4 ;19 ;0 ; 4 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1091 ; 4 ;22 ;0 ; 4 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 4 ;23 ;0 ; 4 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1091 ; 4 ;23 ;1 ; 5 ; 1 ;0 ;        15 ;
EOLICA-GERACAO ; 1091 ; 5 ; 1 ;0 ; 5 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1091 ; 5 ; 2 ;0 ; 5 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 5 ; 3 ;1 ; 5 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1091 ; 5 ; 5 ;1 ; 5 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1091 ; 5 ; 7 ;1 ; 5 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1091 ; 5 ; 8 ;0 ; 5 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 5 ;10 ;1 ; 5 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1091 ; 5 ;12 ;1 ; 5 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1091 ; 5 ;14 ;1 ; 5 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1091 ; 5 ;18 ;0 ; 5 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 5 ;19 ;0 ; 5 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1091 ; 5 ;22 ;0 ; 5 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 5 ;23 ;0 ; 5 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1091 ; 5 ;23 ;1 ; 6 ; 1 ;0 ;        15 ;
EOLICA-GERACAO ; 1091 ; 6 ; 1 ;0 ; 6 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1091 ; 6 ; 2 ;0 ; 6 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 6 ; 3 ;1 ; 6 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1091 ; 6 ; 5 ;1 ; 6 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1091 ; 6 ; 7 ;1 ; 6 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1091 ; 6 ; 8 ;0 ; 6 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 6 ;10 ;1 ; 6 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1091 ; 6 ;12 ;1 ; 6 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1091 ; 6 ;14 ;1 ; 6 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1091 ; 6 ;18 ;0 ; 6 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 6 ;19 ;0 ; 6 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1091 ; 6 ;22 ;0 ; 6 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 6 ;23 ;0 ; 6 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1091 ; 6 ;23 ;1 ; 7 ; 1 ;0 ;        15 ;
EOLICA-GERACAO ; 1091 ; 7 ; 1 ;0 ; 7 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1091 ; 7 ; 2 ;0 ; 7 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 7 ; 3 ;1 ; 7 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1091 ; 7 ; 5 ;1 ; 7 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1091 ; 7 ; 7 ;1 ; 7 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1091 ; 7 ; 8 ;0 ; 7 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 7 ;10 ;1 ; 7 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1091 ; 7 ;12 ;1 ; 7 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1091 ; 7 ;14 ;1 ; 7 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1091 ; 7 ;18 ;0 ; 7 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 7 ;19 ;0 ; 7 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1091 ; 7 ;22 ;0 ; 7 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 7 ;23 ;0 ; 7 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1091 ; 7 ;23 ;1 ; 8 ; 1 ;0 ;        15 ;
EOLICA-GERACAO ; 1091 ; 8 ; 1 ;0 ; 8 ; 2 ;0 ;        14 ;
EOLICA-GERACAO ; 1091 ; 8 ; 2 ;0 ; 8 ; 3 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 8 ; 3 ;1 ; 8 ; 5 ;1 ;        12 ;
EOLICA-GERACAO ; 1091 ; 8 ; 5 ;1 ; 8 ; 7 ;1 ;        11 ;
EOLICA-GERACAO ; 1091 ; 8 ; 7 ;1 ; 8 ; 8 ;0 ;        12 ;
EOLICA-GERACAO ; 1091 ; 8 ; 8 ;0 ; 8 ;10 ;1 ;        13 ;
EOLICA-GERACAO ; 1091 ; 8 ;10 ;1 ; 8 ;12 ;1 ;        14 ;
EOLICA-GERACAO ; 1091 ; 8 ;12 ;1 ; 8 ;14 ;1 ;        15 ;
EOLICA-GERACAO ; 1091 ; 8 ;14 ;1 ; 8 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1091 ; 8 ;18 ;0 ; 8 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 8 ;19 ;0 ; 8 ;22 ;0 ;        18 ;
EOLICA-GERACAO ; 1091 ; 8 ;22 ;0 ; 8 ;23 ;0 ;        17 ;
EOLICA-GERACAO ; 1091 ; 8 ;23 ;0 ; 8 ;23 ;1 ;        16 ;
EOLICA-GERACAO ; 1091 ; 8 ;23 ;1 ; 9 ; 0 ;0 ;        15 ;
EOLICA-GERACAO ; 1107 ; 4 ; 0 ;0 ; 4 ; 0 ;1 ;        72 ;
EOLICA-GERACAO ; 1107 ; 4 ; 0 ;1 ; 4 ; 1 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 4 ; 1 ;1 ; 4 ; 4 ;0 ;        70 ;
EOLICA-GERACAO ; 1107 ; 4 ; 4 ;0 ; 4 ; 4 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 4 ; 4 ;1 ; 4 ; 6 ;0 ;        72 ;
EOLICA-GERACAO ; 1107 ; 4 ; 6 ;0 ; 4 ; 6 ;1 ;        71 ;
EOLICA-GERACAO ; 1107 ; 4 ; 6 ;1 ; 4 ; 7 ;0 ;        70 ;
EOLICA-GERACAO ; 1107 ; 4 ; 7 ;0 ; 4 ; 8 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 4 ; 8 ;0 ; 4 ; 8 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 4 ; 8 ;1 ; 4 ; 9 ;0 ;        66 ;
EOLICA-GERACAO ; 1107 ; 4 ; 9 ;0 ; 4 ; 9 ;1 ;        63 ;
EOLICA-GERACAO ; 1107 ; 4 ; 9 ;1 ; 4 ;10 ;0 ;        59 ;
EOLICA-GERACAO ; 1107 ; 4 ;10 ;0 ; 4 ;10 ;1 ;        54 ;
EOLICA-GERACAO ; 1107 ; 4 ;10 ;1 ; 4 ;11 ;0 ;        47 ;
EOLICA-GERACAO ; 1107 ; 4 ;11 ;0 ; 4 ;11 ;1 ;        38 ;
EOLICA-GERACAO ; 1107 ; 4 ;11 ;1 ; 4 ;12 ;0 ;        30 ;
EOLICA-GERACAO ; 1107 ; 4 ;12 ;0 ; 4 ;12 ;1 ;        24 ;
EOLICA-GERACAO ; 1107 ; 4 ;12 ;1 ; 4 ;13 ;0 ;        19 ;
EOLICA-GERACAO ; 1107 ; 4 ;13 ;0 ; 4 ;13 ;1 ;        17 ;
EOLICA-GERACAO ; 1107 ; 4 ;13 ;1 ; 4 ;14 ;0 ;        14 ;
EOLICA-GERACAO ; 1107 ; 4 ;14 ;0 ; 4 ;15 ;0 ;        13 ;
EOLICA-GERACAO ; 1107 ; 4 ;15 ;0 ; 4 ;15 ;1 ;        17 ;
EOLICA-GERACAO ; 1107 ; 4 ;15 ;1 ; 4 ;16 ;0 ;        24 ;
EOLICA-GERACAO ; 1107 ; 4 ;16 ;0 ; 4 ;16 ;1 ;        32 ;
EOLICA-GERACAO ; 1107 ; 4 ;16 ;1 ; 4 ;17 ;0 ;        39 ;
EOLICA-GERACAO ; 1107 ; 4 ;17 ;0 ; 4 ;17 ;1 ;        47 ;
EOLICA-GERACAO ; 1107 ; 4 ;17 ;1 ; 4 ;18 ;0 ;        54 ;
EOLICA-GERACAO ; 1107 ; 4 ;18 ;0 ; 4 ;18 ;1 ;        60 ;
EOLICA-GERACAO ; 1107 ; 4 ;18 ;1 ; 4 ;19 ;0 ;        65 ;
EOLICA-GERACAO ; 1107 ; 4 ;19 ;0 ; 4 ;19 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 4 ;19 ;1 ; 4 ;23 ;0 ;        69 ;
EOLICA-GERACAO ; 1107 ; 4 ;23 ;0 ; 4 ;23 ;1 ;        68 ;
EOLICA-GERACAO ; 1107 ; 4 ;23 ;1 ; 5 ; 0 ;0 ;        67 ;
